0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
JLPT-N3	862	追う	お	Godan verb with u ending, Transitive verb	1.-to chase; to run after; to pursue; to follow after	2.-to follow (a set order, a trend, etc.)	3.-to drive out; to get rid of; to oust; to expel	4.-to drive (e.g. a herd)	5.-to be pressed (e.g. for time)															
JLPT-N3	863	共に	とも	Adverb	1.-together; jointly	2.-at the same time; with; as ...; including; along with	3.-both																	
JLPT-N3	864	需要	じゅよう	Noun	1.-demand; request																			
JLPT-N3	865	撃つ	う	Godan verb with tsu ending	1.-to shoot (at)	2.-to attack; to defeat; to destroy; to avenge																		
JLPT-N3	866	飛び出す	とだ	Godan verb with su ending, intransitive verb	1.-to jump out; to rush out; to fly out	2.-to appear (suddenly)	3.-to protrude; to project	4.-to butt in																
JLPT-N3	867	魅力	みりょく	Noun	1.-charm; fascination; glamour; glamor; attraction; appeal																			
JLPT-N3	868	減らす	へ	Godan verb with su ending, Transitive verb	1.-to abate; to decrease; to diminish; to shorten																			
JLPT-N3	869	冷静	れいせい	Noun, Na-adjective	1.-calmness; composure; coolness; serenity; presence of mind																			
JLPT-N3	870	害	がい	Noun	1.-injury; harm; evil influence; damage																			
JLPT-N3	871	確実	かくじつ	Na-adjective, Noun	1.-certainty; reliability; soundness																			
JLPT-N3	872	髪の毛	かみけ	Expression, Noun	1.-hair (head)																			
JLPT-N3	873	握る	にぎ	Godan verb with ru ending, Transitive verb	1.-to clasp; to grasp; to grip; to clutch	2.-to make (nigirizushi, rice ball, etc.); to form; to press into shape; to mold; to mould	3.-to seize (power, etc.); to take hold of																	
JLPT-N3	874	思想	しそう	Noun	1.-thought; idea; ideology																			
JLPT-N3	875	選択	せんたく	Noun, Suru verb	1.-selection; choice; option																			
JLPT-N3	876	悲しむ	かな	Godan verb with mu ending, Transitive verb	1.-to be sad; to mourn for; to regret																			
JLPT-N3	877	汚染	おせん	Noun, Suru verb	1.-pollution; contamination																			
JLPT-N3	878	適切	てきせつ	Na-adjective, Noun	1.-pertinent; appropriate; adequate; relevance																			
JLPT-N3	879	悩む	なや	Godan verb with mu ending	1.-to be worried; to be troubled																			
JLPT-N3	880	作物	さくもつ	Noun	1.-produce (e.g. agricultural); crops																			
JLPT-N3	881	時期	じき	Noun	1.-time; season; period; phase; stage																			
JLPT-N3	882	休憩	きゅうけい	Noun, Suru verb	1.-rest; break; recess; intermission																			
JLPT-N3	883	鋭い	するど	I-adjective	1.-sharp (blade); pointed	2.-sharp (pain); stabbing; cutting (remark); stinging; pointed (question or look); screeching (noise)	3.-perceptive; keen; quick (mind); astute; shrewd; discerning	4.-nimble; agile; quick																
JLPT-N3	884	支配	しはい	Noun, Suru verb	1.-domination; rule; control	2.-direction; management; guidance	3.-control (e.g. over one's emotions); determining (e.g. one's fate); governing; influence; holding sway over																	
JLPT-N3	885	注目	ちゅうもく	Noun, Suru verb	1.-notice; attention; observation																			
JLPT-N3	886	不利	ふり	Noun, Na-adjective	1.-disadvantage; handicap; unfavorable position																			
JLPT-N3	887	覚悟	かくご	Noun, Suru verb	1.-readiness; preparedness; resolution; resignation																			
JLPT-N3	888	祝う	いわ	Godan verb with u ending, Transitive verb	1.-to celebrate; to congratulate; to observe (a festival)	2.-to present (a gift) in celebration; to drink in celebration	3.-to wish for (a happy future, good fortune, etc.); to pray for																	
JLPT-N3	889	姉妹	しまい	Noun	1.-sisters																			
JLPT-N3	890	答案	とうあん	Noun	1.-examination paper; examination script; answer sheet	2.-answer (to an exam question)																		
JLPT-N3	891	観察	かんさつ	Noun, Suru verb	1.-observation; survey; watching																			
JLPT-N3	892	主要	しゅよう	Na-adjective, Noun	1.-chief; main; principal; major																			
JLPT-N3	893	周囲	しゅうい	Noun, No-adjective	1.-surroundings; environs	2.-circumference																		
JLPT-N3	894	換える	か	Ichidan verb, Transitive verb	1.-to replace	2.-to exchange; to interchange	3.-to substitute																	
JLPT-N3	895	集中	しゅうちゅう	Noun, Suru verb	1.-concentration; focusing; convergence; centralization; integration; gathering together	2.-within a collection of works																		
JLPT-N3	896	代表	だいひょう	Noun, Suru verb, No-adjective	1.-representative; representation; delegation; type; example; model	2.-switchboard number; main number																		
JLPT-N3	897	嫌う	きら	Godan verb with u ending, Transitive verb	1.-to hate; to dislike; to loathe																			
JLPT-N3	898	贈る	おく	Godan verb with ru ending, Transitive verb	1.-to give (as a gift); to present	2.-to confer; to bestow; to award																		
JLPT-N3	899	注ぐ	そそ	Godan verb with gu ending, Transitive verb	1.-to pour (into)	2.-to sprinkle on (from above); to water (e.g. plants); to pour onto; to spray	3.-to shed (tears)	4.-to concentrate one's energy (strength, attention, etc.) on; to devote to; to fix (one's eyes) on	5.-to flow into (e.g. of a river); to run into; to drain into	6.-to fall (of rain, snow); to pour down														
JLPT-N3	900	可哀想	可哀想かわいそう	Na-adjective, Noun	1.-poor; pitiable; pathetic; pitiful																			
JLPT-N3	901	代表	だいひょう	Noun, Suru verb, No-adjective	1.-representative; representation; delegation; type; example; model	2.-switchboard number; main number																		
JLPT-N3	902	試す	ため	Godan verb with su ending, Transitive verb	1.-to attempt; to test; to try out																			
JLPT-N3	903	注ぐ	そそ	Godan verb with gu ending, Transitive verb	1.-to pour (into)	2.-to sprinkle on (from above); to water (e.g. plants); to pour onto; to spray	3.-to shed (tears)	4.-to concentrate one's energy (strength, attention, etc.) on; to devote to; to fix (one's eyes) on	5.-to flow into (e.g. of a river); to run into; to drain into	6.-to fall (of rain, snow); to pour down														
JLPT-N3	904	順調	じゅんちょう	Na-adjective, Noun	1.-favourable; favorable; doing well; OK; all right																			
JLPT-N3	905	混雑	こんざつ	Noun, Suru verb	1.-congestion; crush; crowding; jam	2.-confusion; disorder																		
JLPT-N3	906	優秀	ゆうしゅう	Na-adjective, Noun	1.-superior; excellent; brilliant; outstanding																			
JLPT-N3	907	配達	はいたつ	Noun, Suru verb	1.-delivery																			
JLPT-N3	908	小包	こづつみ	Noun	1.-parcel; package																			
JLPT-N3	909	就職	しゅうしょく	Noun, Suru verb	1.-finding employment; getting a job																			
JLPT-N3	910	印	しるし	Noun	1.-mark; sign	2.-symbol; emblem	3.-badge; crest; flag	4.-evidence; proof	5.-token (of gratitude, affection, etc.)															
JLPT-N3	911	多少	たしょう	Adverb, No-adjective	1.-more or less; somewhat; a little; a few; some	2.-amount; quantity																		
JLPT-N3	912	書物	しょもつ	Noun	1.-book; volume																			
JLPT-N3	913	分野	ぶんや	Noun	1.-field; sphere; realm; division; branch																			
JLPT-N3	914	玉	たま	Noun	1.-ball; sphere; globe; orb	2.-bead (of sweat, dew, etc.); drop; droplet	3.-ball (in sports)	4.-pile (of noodles, etc.)	5.-bullet	6.-bulb (i.e. a light bulb)	7.-lens (of glasses, etc.)	8.-bead (of an abacus)	9.-ball (i.e. a testicle)	10.-gem; jewel (esp. spherical; sometimes used figuratively); pearl	11.-female entertainer (e.g. a geisha)	12.-person (when commenting on their nature); character	13.-item, funds or person used as part of a plot	14.-egg	15.-coin	16.-precious; beautiful; excellent				
JLPT-N3	915	永久	えいきゅう	Noun, Na-adjective, No-adjective	1.-eternity; permanence; perpetuity	2.-Eikyū era (1113.7.13-1118.4.3)																		
JLPT-N3	916	景気	けいき	Noun	1.-business conditions; the market; economic activity; economic climate	2.-good (economic) times; prosperity; boom	3.-liveliness; energy; vigour; vigor; spirit																	
JLPT-N3	917	混乱	こんらん	Noun, Suru verb	1.-disorder; chaos; confusion; mayhem																			
JLPT-N3	918	軍	ぐん	Noun	1.-army; armed forces; troops	2.-military authorities	3.-team; group; troupe																	
JLPT-N3	919	見事	みごと	Na-adjective, Adverb	1.-splendid; magnificent; excellent; fine; superb; beautiful; admirable	2.-utter (esp. defeat); total; complete	3.-something worth seeing; sight; spectacle																	
JLPT-N3	920	一家	いっか	Noun	1.-a family; a household; a home; one's family; whole family	2.-(one's own) style; school	3.-gang; (yakuza) family																	
JLPT-N3	921	外す	はず	Godan verb with su ending, Transitive verb	1.-to remove; to take off; to detach; to unfasten; to undo	2.-to drop (e.g. from a team); to remove (from a position); to exclude; to expel	3.-to leave (e.g. one's seat); to go away from; to step out; to slip away	4.-to dodge (a question, blow, etc.); to evade; to sidestep; to avoid (e.g. peak season)	5.-to miss (a target, chance, punch, etc.)															
JLPT-N3	922	親友	しんゆう	Noun	1.-close friend; bosom (old, intimate) friend; buddy; crony; chum																			
JLPT-N3	923	衣服	いふく	Noun	1.-clothes																			
JLPT-N3	924	時刻	じこく	Noun	1.-time; (the) hour	2.-favourable time; opportunity; chance																		
JLPT-N3	925	講演	こうえん	Noun, Suru verb	1.-lecture; address; speech																			
JLPT-N3	926	納得	なっとく	Noun, Suru verb	1.-consent; assent; agreement	2.-understanding; comprehension; grasp																		
JLPT-N3	927	国会	こっかい	Noun	1.-National Diet; legislative assembly of Japan (1947-)	2.-Imperial Diet; legislative assembly of Japan (1889-1947)	3.-legislative assembly; parliament; congress																	
JLPT-N3	928	記入	きにゅう	Noun, Suru verb	1.-entry (in a form, register, diary, etc.); filling in; filling out																			
JLPT-N3	929	主義	しゅぎ	Noun	1.-doctrine; rule; principle; -ism																			
JLPT-N3	930	適用	てきよう	Noun, Suru verb	1.-applying (e.g. a technology); adoption																			
JLPT-N3	931	合計	ごうけい	Noun, Suru verb	1.-sum total; total amount																			
JLPT-N3	932	承知	しょうち	Noun, Suru verb	1.-knowledge; awareness	2.-consent; acceptance; assent; admitting; compliance; agreement; acknowledgment; acknowledgement	3.-forgiving; pardoning; excusing																	
JLPT-N3	933	食卓	しょくたく	Noun, No-adjective	1.-dining table																			
JLPT-N3	934	身長	しんちょう	Noun	1.-height (of body); stature																			
JLPT-N3	935	制限	せいげん	Noun, Suru verb	1.-restriction; restraint; limitation; limit																			
JLPT-N3	936	要素	ようそ	Noun	1.-component; factor; item (e.g. in list)	2.-element (e.g. in array); member (e.g. data structure)																		
JLPT-N3	937	大半	たいはん	Noun, No-adjective	1.-majority; more than half; most (of)	2.-mostly; largely; mainly; predominately; nearly																		
JLPT-N3	938	尊重	そんちょう	Noun, Suru verb	1.-respect; esteem; regard																			
JLPT-N3	939	質	しつ	Noun, Noun - used as a suffix	1.-quality; value	2.-nature; inherent quality; character	3.-logical quality																	
JLPT-N3	940	思い出	おもで	Noun	1.-memories; recollections; reminiscence																			
JLPT-N3	941	布	ぬの	Noun	1.-cloth	2.-bujian (spade-shaped bronze coin of ancient China)																		
JLPT-N3	942	管理	かんり	Noun, Suru verb	1.-control; management (e.g. of a business)																			
JLPT-N3	943	要素	ようそ	Noun	1.-component; factor; item (e.g. in list)	2.-element (e.g. in array); member (e.g. data structure)																		
JLPT-N3	944	障害	しょうがい	Noun, Suru verb	1.-obstacle; impediment; hindrance; difficulty; barrier	2.-handicap; impairment; disability; disorder; malfunction																		
JLPT-N3	945	苦痛	くつう	Na-adjective, Noun, No-adjective	1.-pain; agony; bitterness																			
JLPT-N3	946	効果	こうか	Noun, No-adjective	1.-effect; effectiveness; efficacy; result	2.-effects (e.g. sound effects, visual effects, special effects)																		
JLPT-N3	947	論争	ろんそう	Noun, Suru verb	1.-dispute; controversy																			
JLPT-N3	948	感心	かんしん	Noun, Suru verb	1.-admiration; being impressed	2.-admirable; praiseworthy	3.-astonishment; being appalled																	
JLPT-N3	949	肌	はだ	Noun	1.-skin	2.-body (in the context of intimate bodily contact)	3.-surface; grain (e.g. of wood); texture	4.-disposition; temperament; character; type																
JLPT-N3	950	範囲	はんい	Noun	1.-extent; scope; sphere; range; span																			
JLPT-N3	951	皮	かわ	Noun	1.-skin; hide; pelt; fur	2.-rind; peel; husk; bark	3.-shell; sheath; wrapping	4.-mask (hiding one's true nature); seeming																
JLPT-N3	952	別れ	わか	Noun	1.-parting; separation; farewell; (lateral) branch; fork; offshoot; division; section																			
JLPT-N3	953	穏やか	おだ	Na-adjective	1.-calm; quiet; gentle; peaceful; mild	2.-moderate; reasonable; amicable																		
JLPT-N3	954	克服	こくふく	Noun, Suru verb	1.-conquest (of a difficulty, illness, handicap, etc.); overcoming; bringing under control; subjugation; victory over																			
JLPT-N3	955	維持	いじ	Noun, Suru verb	1.-maintenance; preservation; improvement																			
JLPT-N3	956	承認	しょうにん	Noun, Suru verb	1.-recognition; acknowledgement; acknowledgment; approval; consent; agreement																			
JLPT-N3	957	脇	わき	Noun	1.-armpit; under one's arm; side; flank	2.-beside; close to; near; by	3.-aside; to the side; away; out of the way	4.-off-track; off-topic	5.-deuteragonist; supporting role	6.-second verse (in a linked series of poems)														
JLPT-N3	958	明確	めいかく	Na-adjective	1.-clear; precise; definite; distinct																			
JLPT-N3	959	科目	かもく	Noun	1.-(school) subject; curriculum; course																			
JLPT-N3	960	貢献	こうけん	Noun, Suru verb	1.-contribution (furthering a goal or cause); services (to a cause)																			
JLPT-N3	961	年代	ねんだい	Noun	1.-age; era; period; date																			
JLPT-N3	962	試し	ため	Noun	1.-trial; test																			
JLPT-N3	963	移動	いどう	Noun, Suru verb	1.-movement; transfer; migration; removal; travel	2.-mobile; moving; traveling; travelling; roving																		
JLPT-N3	964	順番	じゅんばん	Noun	1.-turn (in line); order of things; sequential order																			
JLPT-N3	965	陽気	ようき	Na-adjective, Noun	1.-cheerful; jovial; merry; lively	2.-weather; season	3.-spirit of yang																	
JLPT-N3	966	緊張	きんちょう	Noun, Suru verb	1.-tension; mental strain; nervousness																			
JLPT-N3	967	金銭	きんせん	Noun, No-adjective	1.-money; cash																			
JLPT-N3	968	記者	きしゃ	Noun	1.-reporter; journalist																			
JLPT-N3	969	経由	けいゆ	Noun, Suru verb	1.-going through; going via; going by way of																			
JLPT-N3	970	著者	ちょしゃ	Noun	1.-author (usu. of a particular book); writer																			
JLPT-N3	971	底	そこ	Noun	1.-bottom; sole																			
JLPT-N3	972	要するに	よう	Expression, Adverb	1.-in short; in a word; to sum up; to put it simply; to make a long story short; after all																			
JLPT-N3	973	度々	たびたび	Adverb	1.-often; again and again; over and over again; repeatedly; frequently																			
JLPT-N3	974	気温	きおん	Noun	1.-air temperature																			
JLPT-N3	975	期間	きかん	Noun	1.-period; term; interval																			
JLPT-N3	976	巨大	きょだい	Na-adjective, Noun	1.-huge; gigantic; enormous																			
JLPT-N3	977	引っ張る	ひぱ	Godan verb with ru ending, Transitive verb	1.-to pull; to draw; to pull tight	2.-to string (lines); to run (cable); to stretch	3.-to pull towards oneself (e.g. someone's sleeve)	4.-to drag; to haul; to tow	5.-to lead (e.g. one's followers)	6.-to take someone somewhere (e.g. a suspect to the police)	7.-to tempt into joining; to strongly invite to join	8.-to delay; to prolong	9.-to lengthen the pronunciation (of a word)	10.-to quote; to cite; to reference	11.-to pull the ball	12.-to wear; to put on								
JLPT-N3	978	共通	きょうつう	No-adjective, Na-adjective, Noun	1.-common; shared; mutual	2.-to be common (to); to be shared (by)	3.--wide																	
JLPT-N3	979	軒	のき	Noun	1.-eaves	2.-narrow aisle surrounding the core of a temple building																		
JLPT-N3	980	独特	どくとく	Noun, No-adjective, Na-adjective	1.-peculiarity; uniqueness; characteristic	2.-understood only by oneself																		
JLPT-N3	981	風景	ふうけい	Noun, No-adjective	1.-scenery; scene; landscape; view; sight	2.-scene (e.g. of a crime)																		
JLPT-N3	982	保存	ほぞん	Noun, Suru verb	1.-preservation; conservation; storage; maintenance	2.-saving (e.g. to disk)																		
JLPT-N3	983	引退	いんたい	Noun, Suru verb	1.-retirement																			
JLPT-N3	984	損	そん	Noun, Na-adjective	1.-loss; damage; harm; unprofitable	2.-disadvantage; handicap; drawback; unfavorable																		
JLPT-N3	985	日光	にっこう	Noun	1.-sunlight; sunshine; sunbeams																			
JLPT-N3	986	代金	だいきん	Noun	1.-price; cost; charge; payment; bill; fee																			
JLPT-N3	987	家賃	やちん	Noun	1.-rent																			
JLPT-N3	988	意思	いし	Noun	1.-intention; wish; purpose; mind (to do)																			
JLPT-N3	989	一般	いっぱん	No-adjective, Na-adjective, Noun	1.-general; universal	2.-ordinary; average; common; non-celebrity	3.-the same; no different; (just) as if																	
JLPT-N3	990	同僚	どうりょう	Noun	1.-coworker; co-worker; colleague; associate																			
JLPT-N3	991	見舞い	みま	Noun, Suru verb	1.-visiting ill or distressed people; writing get-well letters	2.-get-well gifts; get-well letters	3.-expression of sympathy; expression of concern; enquiry; inquiry																	
JLPT-N3	992	発達	はったつ	Noun, Suru verb	1.-development; growth																			
JLPT-N3	993	開始	かいし	Noun, Suru verb	1.-start; commencement; beginning; initiation																			
JLPT-N3	994	表面	ひょうめん	Noun, No-adjective	1.-surface; face	2.-outside; exterior	3.-appearances; superficiality																	
JLPT-N3	995	関連	かんれん	Noun, No-adjective, Suru verb, Suffix	1.-relation; connection; relevance																			
JLPT-N3	996	技師	ぎし	Noun	1.-engineer; technician																			
JLPT-N3	997	小麦	こむぎ	Noun	1.-wheat																			
JLPT-N3	998	月曜	げつよう	Adverbial noun, Temporal noun	1.-Monday																			
JLPT-N3	999	後者	こうしゃ	Noun, No-adjective	1.-the latter																			
JLPT-N3	1000	付き合い	つあ	Noun	1.-association; socializing; socialising; fellowship																			
JLPT-N3	1001	思わず	おも	Adverb	1.-unconsciously; involuntarily; instinctively; reflexively; spontaneously; unintentionally; in spite of oneself																			
JLPT-N3	1002	通過	つうか	Noun, Suru verb	1.-passing through (a tunnel, station, town, etc.); passing by (e.g. of a typhoon); transit	2.-passage (of a bill, e.g. through parliament); carriage	3.-passing (an examination, inspection, etc.); clearing																	
JLPT-N3	1003	食糧	しょくりょう	Noun	1.-food (esp. staple food such as rice or wheat); provisions; rations; food supply																			
JLPT-N3	1004	請求	せいきゅう	Noun, Suru verb	1.-claim; demand; charge; application; request; billing (for a service)																			
JLPT-N3	1005	温暖	おんだん	Na-adjective, Noun	1.-warm; mild; temperate																			
JLPT-N3	1006	泳ぎ	およ	Noun	1.-swimming																			
JLPT-N3	1007	男子	だんし	Noun	1.-youth; young man																			
JLPT-N3	1008	住民	じゅうみん	Noun	1.-inhabitant; resident; citizen; population																			
JLPT-N3	1009	真っ赤	まか	Na-adjective, Noun	1.-bright red; deep red; flushed (of face)	2.-downright (e.g. lie); complete; utter																		
JLPT-N3	1010	差	さ	Noun, Noun - used as a suffix	1.-difference; variation	2.-difference																		
JLPT-N3	1011	九	きゅう	Numeric	1.-nine																			
JLPT-N3	1012	女子	じょし	Noun, No-adjective	1.-woman; girl																			
JLPT-N3	1013	救助	きゅうじょ	Noun, Suru verb	1.-relief; aid; rescue																			
JLPT-N3	1014	上京	じょうきょう	Noun, Suru verb	1.-proceeding to the capital (Tokyo)																			
JLPT-N3	1015	王子	おうじ	Noun	1.-prince	2.-subordinate Kumano shrine																		
JLPT-N3	1016	見解	けんかい	Noun	1.-opinion; point of view																			
JLPT-N3	1017	単に	たん	Adverb	1.-simply; merely; only; solely																			
JLPT-N3	1018	前進	ぜんしん	Noun, Suru verb	1.-advance; moving forward; progress																			
JLPT-N3	1019	化粧	けしょう	Noun, Suru verb	1.-make-up; makeup; cosmetics																			
JLPT-N3	1020	徹夜	てつや	Noun, Suru verb, No-adjective	1.-staying up all night																			
JLPT-N3	1021	前進	ぜんしん	Noun, Suru verb	1.-advance; moving forward; progress																			
JLPT-N3	1022	非常	ひじょう	Noun, Na-adjective, No-adjective	1.-emergency	2.-extraordinary; unusual																		
JLPT-N3	1023	支度	したく	Noun, Suru verb	1.-preparation; arrangements																			
JLPT-N3	1024	予測	よそく	Noun, Suru verb	1.-prediction; estimation																			
JLPT-N3	1025	積極的	せっきょくてき	Na-adjective	1.-positive; assertive; active; proactive; aggressive																			
JLPT-N3	1026	機能	きのう	Noun, Suru verb	1.-function; facility; faculty; feature																			
JLPT-N3	1027	棒	ぼう	Noun	1.-pole; rod; stick; baton	2.-line; dash																		
JLPT-N3	1028	適度	てきど	Na-adjective, No-adjective, Noun	1.-moderate (degree); proper (amount); temperate; suitable																			
JLPT-N3	1029	印象	いんしょう	Noun, Suru verb	1.-impression																			
JLPT-N3	1030	笑顔	えがお	Noun, Suru verb	1.-smiling face; smile																			
JLPT-N3	1031	普段	普段ふだん	No-adjective, Noun	1.-usual; normal; everyday; habitual; ordinary	2.-usually; normally; generally; habitually; always																		
JLPT-N3	1032	虫歯	むしば	Noun	1.-cavity; tooth decay; decayed tooth; dental caries																			
JLPT-N3	1033	流す	なが	Godan verb with su ending, Transitive verb	1.-to drain; to pour; to spill; to shed (blood, tears)	2.-to wash away	3.-to distribute (e.g. electricity over wires, music over a PA system, etc.); to circulate; to broadcast; to beam	4.-to cruise (e.g. taxi)	5.-to float; to set adrift	6.-to call off (a meeting, etc.)	7.-to exile; to banish													
JLPT-N3	1034	単なる	たん	Pre-noun adjectival	1.-mere; simple; sheer																			
JLPT-N3	1035	抵抗	ていこう	Noun, Suru verb	1.-resistance; opposition; standing up to	2.-reluctance; repulsion; repugnance	3.-resistance; drag; friction	4.-electrical resistance	5.-resistor															
JLPT-N3	1036	単純	たんじゅん	Na-adjective, Noun	1.-simple; plain; uncomplicated; straightforward																			
JLPT-N3	1037	破産	はさん	Noun, Suru verb	1.-bankruptcy; insolvency																			
JLPT-N3	1038	疲れ	つか	Noun	1.-tiredness; fatigue																			
JLPT-N3	1039	意外	いがい	Na-adjective, Adverb taking the 'to' particle, Noun	1.-unexpected; surprising																			
JLPT-N3	1040	刺激	しげき	Noun, Suru verb	1.-stimulus; impetus; incentive; encouragement; motivation; provocation; excitement; thrill																			
JLPT-N3	1041	宿泊	しゅくはく	Noun, Suru verb	1.-accommodation; lodging																			
JLPT-N3	1042	場面	ばめん	Noun	1.-scene; setting; place (where something happens); scenario; case	2.-scene (in a movie, play); shot	3.-state of the market																	
JLPT-N3	1043	雰囲気	ふんいき	Noun	1.-atmosphere; mood; ambience; ambiance; aura; feel	2.-a certain air; presence; special aura; something (about someone)	3.-(Earth's) atmosphere																	
JLPT-N3	1044	勤め	つと	Noun	1.-service; duty; business; responsibility; task	2.-Buddhist religious services																		
JLPT-N3	1045	一瞬	いっしゅん	Noun, Adverbial noun, Temporal noun	1.-instant; moment; for an instant																			
JLPT-N3	1046	金額	きんがく	Noun	1.-amount of money																			
JLPT-N3	1047	前者	ぜんしゃ	Noun	1.-the former																			
JLPT-N3	1048	大会	たいかい	Noun	1.-mass meeting; convention; rally; conference; assembly; gathering	2.-tournament; competition; contest; meet	3.-grand event																	
JLPT-N3	1049	倒す	たお	Godan verb with su ending, Transitive verb	1.-to throw down; to bring down; to blow down; to fell; to knock down; to set (something) down on its side; to turn (something) on its side; to recline (e.g. a seat)	2.-to kill; to defeat; to beat	3.-to overthrow; to trip up; to ruin	4.-to leave unpaid; to cheat																
JLPT-N3	1050	重視	じゅうし	Noun, Suru verb	1.-regarding as important; attaching importance to; taking a serious view of; putting emphasis on																			
JLPT-N3	1051	操作	そうさ	Noun, Suru verb	1.-operation; management; handling	2.-manipulating (to one's benefit); manipulation; influencing																		
JLPT-N3	1052	苦しい	くる	I-adjective	1.-painful; difficult; tough; hard	2.-distressing; (psychologically) difficult; stressful; awkward (e.g. position)	3.-straitened (circumstances); tight (financial situation); needy; struggling	4.-strained (interpretation, explanation, etc.); lame (e.g. excuse); forced (e.g. smile); far-fetched	5.-hard to do; unpleasant															
JLPT-N3	1053	妙	みょう	Na-adjective, Noun	1.-strange; weird; odd; curious	2.-wonder; mystery; miracle; excellence	3.-cleverness; adroitness; knack; skill																	
JLPT-N3	1054	物理	ぶつり	Noun, No-adjective	1.-physics; law of nature																			
JLPT-N3	1055	刺激	しげき	Noun, Suru verb	1.-stimulus; impetus; incentive; encouragement; motivation; provocation; excitement; thrill																			
JLPT-N3	1056	実施	じっし	Noun, Suru verb	1.-enforcement; implementation; putting into practice; carrying out; operation; working (e.g. working parameters); enactment																			
JLPT-N3	1057	指導	しどう	Noun, Suru verb	1.-guidance; leadership; instruction; direction; coaching	2.-shido (disciplinary action for a minor infringement of the rules of judo)																		
JLPT-N3	1058	夜明け	よあ	Noun	1.-dawn; daybreak																			
JLPT-N3	1059	連続	れんぞく	Noun, Suru verb	1.-continuation; succession; series																			
JLPT-N3	1060	症状	しょうじょう	Noun, No-adjective	1.-symptoms; condition (of a patient)																			
JLPT-N3	1061	一時	いちじ	Temporal noun	1.-one o'clock	2.-once; at one time; formerly; before	3.-for a time; for a while; for the time being; for the present; for the moment; temporarily	4.-a time; one time; once																
JLPT-N3	1062	演技	えんぎ	Noun, Suru verb, No-adjective	1.-acting; performance																			
JLPT-N3	1063	設計	せっけい	Noun, Suru verb	1.-plan; design; layout																			
JLPT-N3	1064	悲劇	ひげき	Noun	1.-tragedy; tragic drama; tragic play	2.-tragedy; calamity; disaster																		
JLPT-N3	1065	粗末	そまつ	Na-adjective, Noun	1.-crude; rough; plain; humble; shabby																			
JLPT-N3	1066	症状	しょうじょう	Noun, No-adjective	1.-symptoms; condition (of a patient)																			
JLPT-N3	1067	欠陥	けっかん	Noun	1.-defect; fault; flaw; deformity; deficiency; shortage; gap																			
JLPT-N3	1068	格好	かっこう	Noun	1.-shape; form; figure; posture; pose	2.-appearance	3.-state; situation	4.-suitable; fit; reasonable	5.-about															
JLPT-N3	1069	担当	たんとう	Noun, Suru verb	1.-being in charge (of an area of responsibility); being responsible (for a work role, etc.)																			
JLPT-N3	1070	成人	せいじん	Noun	1.-adult (esp. person 20 years old or over); grownup	2.-becoming an adult; coming of age; growing up (to be a man, woman)																		
JLPT-N3	1071	仲	なか	Noun	1.-relation; relationship																			
JLPT-N3	1072	限界	げんかい	Noun, No-adjective	1.-limit; bound																			
JLPT-N3	1073	交際	こうさい	Noun, Suru verb	1.-company; friendship; association; society; acquaintance																			
JLPT-N3	1074	入場	にゅうじょう	Noun, Suru verb	1.-entrance; admission; entering																			
JLPT-N3	1075	材料	ざいりょう	Noun	1.-ingredients; material	2.-material (for a novel, experiment, etc.); subject matter; data	3.-basis (for a decision); grounds; evidence	4.-(market) factor																
JLPT-N3	1076	死亡	しぼう	Noun, No-adjective	1.-death; mortality	2.-to die; to pass away																		
JLPT-N3	1077	半ば	なか	Adverbial noun, Noun, Noun - used as a suffix	1.-middle; half; semi; halfway; partly																			
JLPT-N3	1078	支出	ししゅつ	Noun, Suru verb	1.-expenditure; disbursement; expenses																			
JLPT-N3	1079	主婦	しゅふ	Noun	1.-housewife; mistress (of the house); homemaker																			
JLPT-N3	1080	住宅	じゅうたく	Noun	1.-residence; housing; residential building																			
JLPT-N3	1081	進学	しんがく	Noun, Suru verb	1.-entering a higher-level school, esp. going on to university																			
JLPT-N3	1082	不正	ふせい	Noun, Na-adjective	1.-injustice; unfairness; wrongdoing; iniquity; impropriety; irregularity; dishonesty; illegality; fraud																			
JLPT-N3	1083	農民	のうみん	Noun, No-adjective	1.-farmer; peasant																			
JLPT-N3	1084	特徴	とくちょう	Noun	1.-feature; trait; characteristic; peculiarity; distinction																			
JLPT-N3	1085	活気	かっき	Noun	1.-energy; liveliness																			
JLPT-N3	1086	委員	いいん	Noun	1.-committee member																			
JLPT-N3	1087	幅	はば	Noun	1.-width; breadth	2.-freedom (e.g. of thought); latitude	3.-gap; difference (e.g. in price); range (e.g. of voice)																	
JLPT-N3	1088	修正	しゅうせい	Noun, Suru verb	1.-amendment; correction; revision; modification; alteration; retouching; update; fix																			
JLPT-N3	1089	礼儀	れいぎ	Noun	1.-manners; courtesy; etiquette																			
JLPT-N3	1090	党	とう	Noun, Noun - used as a suffix	1.-party (political)	2.-person who is fond of; fan of																		
JLPT-N3	1091	急激	きゅうげき	Na-adjective	1.-sudden; abrupt; rapid; sharp; drastic; radical																			
JLPT-N3	1092	推薦	すいせん	Noun, Suru verb, No-adjective	1.-recommendation; referral; endorsement																			
JLPT-N3	1093	依頼	いらい	Noun, Suru verb	1.-request; commission; entrusting (with a matter)	2.-dependence; reliance																		
